ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
450	1,6,4,7	217,295,400,335	4,10,7,4	268,349,305,279	227	149
451	57,52,68,78	198,310,344,368	61,62,74,48	272,325,269,262	179	149
454	29,43,26,37	3204,3345,4662,4927	49,81,59,29	3746,4444,4076,3382	270	149
455	55,47,54,61	21,25,28,33	49,52,50,52	14,15,23,20	620	149
457	0,1,0,0	53,64,45,82	4,2,1,1	51,51,40,41	165	149
458	84,89,129,124	3,0,5,3	106,138,96,109	2,1,2,0	193	149
461	395,414,622,430	2,4,22,7	516,590,547,542	8,13,15,12	452	149
462	7,9,27,23	177,176,258,238	22,20,13,15	159,230,158,169	255	149
463	408,521,696,672	2,7,13,3	589,649,600,609	9,6,8,6	323	149
464	5,15,14,12	3,1,2,3	13,15,14,12	0,1,4,0	190	149
465	26,33,51,44	0,0,3,1	40,38,49,38	0,1,2,0	219	149
466	1,0,0,1	0,0,0,0	0,1,2,0	0,0,3,0	153	149
467	1,0,0,1	0,0,0,0	0,1,2,0	0,0,3,0	156	149
468	2,2,2,1	0,0,0,0	3,4,6,4	0,0,3,0	203	149
472	25,39,57,50	5,4,3,10	46,51,40,37	8,13,6,13	159	149
475	1,0,0,1	0,1,0,0	1,0,0,2	1,0,0,0	161	149
477	33,41,58,40	0,0,0,1	46,58,62,43	3,3,0,2	178	149
478	88,71,142,68	1,5,5,3	161,160,133,141	3,5,7,4	248	149
480	17,9,9,13	52,58,75,75	16,22,23,11	57,89,51,62	165	149
481	427,499,699,613	0,0,3,1	519,708,618,552	2,1,1,4	1606	149
482	75,81,130,87	42,40,59,55	87,123,144,112	53,83,44,54	329	149
483	94,72,128,74	2,0,1,1	93,111,110,92	0,1,0,0	153	149
484	50,52,70,65	0,1,2,1	61,59,78,64	0,1,0,0	259	149
485	638,744,1034,895	1,6,3,4	696,980,943,878	11,7,7,2	197	149
488	10,14,44,30	30,49,54,37	18,34,21,23	52,64,46,48	155	149
489	186,156,229,217	2,5,10,6	171,253,200,202	10,10,9,8	182	149
490	155,164,220,226	1,0,1,0	220,201,276,153	0,0,0,1	318	149
491	31,38,58,37	0,3,0,0	70,87,57,82	0,0,0,1	2928	149
492	139,137,225,166	379,443,630,498	183,224,188,181	541,563,552,615	158	149
493	0,0,0,1	11,8,22,6	0,0,1,0	9,14,10,5	194	149
496	242,241,283,337	1,0,4,2	227,261,245,174	4,0,0,0	200	149
497	15,18,13,10	420,418,676,574	23,26,42,18	480,524,487,513	271	149
498	29,17,40,34	36,36,66,34	26,38,24,51	33,50,38,48	161	149
499	9,15,33,31	0,0,0,1	17,28,15,9	0,0,0,0	222	149
500	80,78,126,117	158,168,241,263	110,122,113,117	232,262,185,184	175	149
501	38,47,69,54	1,1,0,0	68,61,45,54	0,0,1,0	175	149
502	6,7,17,18	87,87,140,79	13,15,16,19	92,105,113,102	197	149
503	0,0,0,0	0,1,0,0	2,2,1,2	0,1,0,0	153	149
504	76,102,152,97	29,65,70,49	101,142,99,108	71,56,42,58	155	149
506	13,13,14,14	0,3,0,1	16,26,15,18	0,1,2,3	201	149
507	1,2,2,0	7,16,14,17	3,2,2,0	19,20,18,23	160	149
508	1,2,1,3	340,393,565,515	0,6,3,4	419,572,488,404	214	149
509	29,46,75,66	1,0,1,0	48,74,66,56	1,2,0,4	371	149
510	14,6,35,18	139,132,247,221	31,18,21,14	163,155,175,204	227	149
511	193,215,312,282	67,74,92,77	245,342,300,330	68,106,108,78	206	149
512	282,272,473,342	0,0,1,1	323,412,426,319	0,3,0,0	357	149
513	0,1,0,1	53,78,64,96	2,0,1,1	72,104,80,63	201	149
515	117,182,234,175	3,7,11,7	201,276,236,212	5,1,5,5	1225	149
517	4,8,17,12	74,87,110,87	16,10,11,11	107,137,116,80	164	149
518	2,4,3,1	57,52,92,58	2,3,0,1	53,76,74,67	402	149
519	16,10,17,12	1,0,0,0	21,38,23,13	2,0,1,0	167	149
520	42,38,50,44	30,49,43,52	66,78,39,51	26,68,61,52	476	149
522	1,1,2,0	36,34,60,26	0,0,1,0	51,53,46,45	173	149
523	67,79,111,83	67,68,113,98	107,101,106,95	85,105,117,99	161	149
524	45,40,86,50	0,0,0,2	46,66,57,65	0,0,0,0	164	149
525	1,1,1,0	44,35,51,42	0,0,1,1	50,69,55,58	151	149
526	5,8,10,5	179,209,312,252	6,4,3,3	262,265,270,197	213	149
527	444,561,977,630	0,0,2,0	758,868,731,607	0,0,2,0	359	149
528	569,743,1241,778	9,11,21,26	969,1057,952,745	13,10,20,3	379	149
529	559,795,1407,745	1,1,2,4	1064,1193,1102,843	2,1,1,0	484	149
530	133,201,336,137	0,1,3,5	255,324,232,209	5,8,2,1	379	149
531	283,360,679,332	234,280,497,299	531,634,534,507	370,389,396,265	461	149
532	578,706,1296,654	0,2,6,2	999,1129,1049,925	1,1,2,0	612	149
533	3,1,2,1	0,1,0,2	1,3,3,0	1,1,3,0	242	149
534	2,1,2,1	2,0,3,0	1,4,3,0	5,0,4,0	242	149
537	3,3,15,7	1,1,6,1	4,9,8,5	1,0,3,1	190	149
539	373,505,768,458	0,0,2,0	657,828,722,656	0,3,1,1	2813	149
540	7,8,10,3	214,228,323,253	6,13,5,6	315,307,258,243	207	149
541	122,152,228,209	9,9,17,17	186,192,173,161	12,21,12,12	193	149
545	139,138,268,214	2,0,0,0	177,238,252,162	0,0,2,0	399	149
546	48,46,71,67	103,118,198,214	62,76,63,59	124,220,152,132	377	149
547	59,49,86,74	7,10,21,13	81,87,82,62	5,17,14,9	377	149
548	174,232,275,212	0,1,1,0	281,354,261,267	3,0,0,2	229	149
550	1,0,2,0	0,1,0,1	2,3,2,1	0,1,2,0	223	149
551	174,227,276,285	29,33,40,51	182,284,241,206	43,36,49,41	206	149
552	2,0,0,0	3,1,8,5	3,2,2,0	5,7,8,8	153	149
553	8,12,22,21	93,97,112,98	16,14,18,19	121,136,103,106	153	149
554	3,12,3,1	37,33,43,41	5,6,2,8	44,39,27,31	257	149
555	70,103,145,97	0,0,1,0	111,122,70,69	0,0,0,0	824	149
556	656,661,929,852	6,4,10,11	846,826,776,738	10,11,8,8	178	149
557	1,3,4,2	1,0,3,1	5,5,3,5	0,8,1,1	304	149
558	12,22,25,16	99,119,191,142	16,27,20,17	235,191,203,199	161	149
559	0,4,4,4	37,24,37,34	0,0,1,2	36,47,28,25	277	149
560	102,84,130,103	9,8,9,10	95,123,148,116	12,11,9,13	373	149
562	9,13,25,5	2,3,6,1	8,13,12,14	12,7,2,3	202	149
564	51,35,84,89	2,5,2,3	63,66,86,51	0,0,0,3	217	149
566	7,6,14,10	583,562,748,682	10,13,12,10	618,703,664,606	195	149
568	7,5,18,3	18,25,61,13	9,11,5,9	32,38,32,37	158	149
569	534,530,795,853	0,0,0,0	528,729,649,585	0,2,0,0	414	149
571	505,503,837,815	0,0,0,0	596,695,676,570	0,0,1,0	437	149
572	18,43,59,33	16,11,17,21	76,79,74,58	17,22,22,19	427	149
573	761,1072,1940,779	0,0,2,1	1850,2222,2114,1813	0,1,0,1	2196	149
574	201,273,535,255	0,0,0,0	452,529,467,463	0,1,0,0	520	149
575	4,1,8,12	33,44,56,69	5,16,6,5	42,37,34,33	194	149
576	3,0,6,1	52,62,51,68	0,1,3,0	27,54,53,55	261	149
577	58,57,108,56	34,36,32,18	44,85,72,53	35,33,33,29	191	149
578	260,235,357,322	34,36,32,18	273,341,301,253	35,33,33,29	213	149
579	205,183,257,269	3,5,8,3	232,263,231,205	3,7,2,5	171	149
580	58,55,113,56	15,9,28,12	47,80,70,50	6,12,16,2	191	149
581	71,71,121,76	15,9,28,12	64,101,84,64	6,12,16,2	213	149
582	416,416,622,432	15,9,28,12	501,587,512,435	6,12,16,2	532	149
583	16,19,21,23	3,3,13,3	23,23,14,16	6,2,0,2	171	149
584	361,364,522,379	3,3,13,3	460,509,442,387	6,2,0,2	490	149
585	346,345,502,356	1,0,1,0	438,488,428,372	1,2,0,1	468	149
586	191,192,334,164	0,4,0,0	249,285,247,226	0,0,0,0	532	149
587	71,71,120,76	0,1,1,1	64,99,84,63	0,0,2,0	213	149
588	189,194,334,161	0,1,1,1	245,285,246,221	0,0,2,0	532	149
589	119,123,214,85	1,0,0,0	182,186,162,158	1,0,0,0	468	149
590	176,187,218,238	46,78,82,101	206,210,207,197	58,71,79,83	172	149
592	212,231,279,299	3,0,1,1	197,298,279,267	0,3,1,0	176	149
593	0,0,0,0	254,237,389,402	0,0,1,0	334,329,269,283	166	149
594	125,114,197,121	4,2,3,3	147,151,162,138	3,4,8,0	256	149
595	2,3,4,4	0,0,0,0	6,6,9,2	0,1,0,0	151	149
596	166,168,246,226	111,145,225,143	179,202,188,203	152,168,148,121	161	149
597	187,210,336,279	0,1,2,5	236,353,273,262	0,2,1,3	212	149
599	302,427,493,581	1,0,0,0	351,416,399,391	0,0,0,0	357	149
600	0,0,2,0	282,299,363,409	3,1,4,0	347,360,313,269	153	149
601	174,245,319,337	190,190,298,268	216,333,273,260	195,265,261,243	161	149
602	16,22,17,16	124,142,169,131	24,9,16,14	135,150,181,140	182	149
603	47,63,68,58	0,0,1,1	61,53,56,72	0,0,0,0	233	149
604	155,183,220,173	0,0,1,1	172,194,221,198	0,0,0,0	200	149
605	1,1,1,0	1,0,0,0	1,0,0,1	0,0,0,0	151	149
606	50,112,168,73	29,31,29,38	156,207,142,139	30,41,25,26	166	149
607	343,320,485,431	77,73,133,95	478,422,452,429	95,96,86,96	161	149
608	0,2,1,4	43,55,68,53	2,1,4,3	64,75,56,64	154	149
610	1,7,19,14	60,83,95,87	16,11,10,9	77,96,96,97	257	149
611	0,5,11,6	2,3,5,1	8,6,4,5	1,2,4,1	257	149
612	9,3,4,3	2,1,0,0	9,5,9,4	1,2,3,0	179	149
614	1,1,2,0	1,4,2,2	2,5,5,0	3,7,6,4	167	149
615	9,5,11,4	82,56,87,92	12,8,8,5	69,104,78,56	167	149
616	4,4,10,6	109,183,236,208	11,12,5,11	173,216,200,185	174	149
617	14,10,53,40	5,1,14,11	18,32,39,32	13,15,9,10	158	149
618	3,8,21,7	0,0,4,2	3,26,11,11	0,0,1,3	234	149
619	41,21,42,38	55,70,119,55	28,61,38,31	85,96,88,66	168	149
620	266,236,464,364	206,185,277,268	321,460,408,377	232,252,238,218	491	149
621	0,0,0,1	32,47,55,41	0,0,0,0	69,61,75,46	151	149
622	6,14,14,4	32,47,55,41	17,19,20,14	69,61,75,46	165	149
624	2,5,10,12	62,86,85,84	12,6,15,8	54,57,88,75	238	149
625	2,3,3,8	1,1,0,0	6,4,6,4	0,0,1,0	238	149
626	1187,1354,2060,1922	0,0,0,1	1334,1954,1890,1617	0,0,0,0	635	149
628	294,339,631,347	0,0,0,0	562,620,517,499	0,1,0,0	1173	149
629	262,250,462,351	0,0,0,0	361,398,360,354	1,0,0,0	2452	149
630	7,3,9,2	34,35,39,53	2,4,1,4	41,59,44,36	195	149
631	14,10,32,15	29,42,49,47	20,24,27,16	33,67,32,48	357	149
632	0,0,0,0	47,47,75,55	0,2,1,0	54,75,45,53	151	149
635	1,0,0,0	116,138,201,197	0,0,1,0	139,160,161,169	158	149
636	1,2,1,1	10,4,6,3	4,1,2,0	8,6,10,7	294	149
637	18,18,16,18	0,2,0,0	18,32,16,23	0,0,0,0	162	149
638	20,5,29,19	5,8,9,10	13,14,5,17	8,9,13,5	155	149
639	70,66,90,81	0,1,0,0	107,87,117,93	0,0,0,0	179	149
640	15,23,62,18	0,1,0,0	11,26,14,16	0,0,0,0	973	149
642	66,84,119,74	0,0,0,0	116,147,100,79	0,0,1,0	1059	149
643	1,1,3,0	180,263,326,344	0,7,2,2	294,325,290,286	343	149
644	580,696,1007,805	1,0,0,3	808,793,785,813	0,2,1,0	2079	149
645	604,730,1048,850	0,5,5,4	834,834,822,865	0,8,3,2	2079	149
646	22,14,33,9	0,1,0,0	35,26,22,19	0,0,0,1	158	149
647	9,9,6,14	96,127,176,169	9,10,15,6	115,149,147,126	152	149
648	80,110,126,117	3,2,5,0	92,116,122,119	2,4,1,2	198	149
649	2,10,13,11	0,0,1,2	17,29,16,15	3,0,0,0	182	149
650	31,50,80,32	0,0,1,0	87,106,90,103	1,0,0,0	485	149
651	3,2,9,3	0,3,6,3	14,9,6,10	12,3,17,5	185	149
652	14,11,24,11	11,29,25,18	26,18,23,19	27,40,28,24	185	149
653	81,74,120,95	0,0,0,0	98,109,98,90	0,0,0,1	485	149
655	0,0,0,0	51,59,70,65	0,4,3,0	72,72,61,83	195	149
656	87,101,93,133	11,5,16,21	110,125,134,125	6,18,24,14	153	149
658	0,0,1,0	22,16,9,10	0,0,1,0	18,21,16,22	150	149
659	604,548,911,732	5,2,0,5	738,802,795,740	0,0,1,3	305	149
664	5,0,4,3	0,0,0,0	9,5,12,3	0,0,0,1	186	149
665	2,9,14,15	0,0,0,1	9,12,8,5	0,0,0,0	205	149
666	96,121,180,102	4,8,18,12	175,216,143,136	14,14,18,18	166	149
667	36,53,51,57	13,12,26,16	26,60,51,44	18,22,16,25	153	149
668	5,3,6,4	0,0,0,0	7,2,0,0	0,0,1,0	816	149
669	83,64,150,91	0,0,1,0	112,137,124,128	2,0,0,0	152	149
671	870,857,1127,1098	2,0,0,1	960,1023,947,845	0,0,2,0	800	149
673	6,4,15,9	21,20,25,34	8,6,5,6	29,24,33,35	170	149
674	217,229,373,308	130,135,274,193	258,341,390,321	209,191,196,215	179	149
675	45,38,101,63	0,0,0,0	58,84,59,76	0,0,4,0	366	149
676	3,12,9,6	2,1,2,1	6,5,4,11	3,5,3,2	153	149
677	4,13,9,6	0,0,1,1	6,5,4,11	0,0,4,0	156	149
678	3,2,2,1	0,0,1,1	3,5,3,2	0,0,4,0	152	149
679	22,28,51,17	1,1,0,0	41,45,56,21	0,0,1,1	182	149
680	5,7,27,6	31,32,67,40	10,8,5,3	53,67,81,42	212	149
681	8,14,8,13	136,141,208,239	7,18,14,9	178,183,209,138	154	149
683	67,58,68,118	1,2,3,0	74,100,58,52	1,3,5,1	211	149
685	187,182,294,238	0,0,3,0	257,301,223,260	0,2,0,0	322	149
686	12,16,43,23	41,46,80,81	17,24,25,25	40,58,61,74	237	149
688	0,1,2,0	0,0,1,0	0,0,1,0	0,0,0,0	394	149
690	4,5,7,11	520,551,784,753	11,8,16,7	735,839,752,684	184	149
691	1,0,0,0	0,0,1,3	0,0,0,0	3,2,1,1	253	149
692	6,0,0,2	0,0,0,2	2,1,0,1	0,0,0,0	185	149
693	14,12,20,14	0,0,2,0	7,21,9,6	1,1,0,0	380	149
694	9,7,5,24	441,475,606,634	7,14,9,4	475,598,662,516	176	149
695	479,651,833,808	0,0,1,0	651,833,701,649	0,0,0,3	322	149
697	2,4,9,4	62,64,94,85	6,6,15,8	61,90,81,64	179	149
700	14,23,8,15	60,42,54,65	9,11,18,12	56,47,50,41	156	149
701	11,4,5,2	3,1,0,0	2,4,5,4	3,0,0,0	161	149
702	4762,5216,6709,6120	4,5,5,6	4958,5934,5707,5397	1,4,1,3	190	149
703	1,0,0,0	0,0,0,0	0,0,0,0	2,0,0,0	182	149
704	8,8,13,6	1,1,0,0	10,18,24,12	0,2,2,0	228	149
705	858,918,1397,1311	2,0,0,0	1221,1275,1103,1055	3,2,0,2	313	149
706	103,154,246,166	24,44,52,58	225,243,184,169	34,70,53,48	194	149
707	80,123,130,117	0,0,0,0	122,111,88,88	0,0,2,0	179	149
708	48,23,62,48	2,9,3,2	39,54,56,39	5,6,4,8	470	149
709	55,40,69,53	0,3,0,1	70,89,74,79	1,0,0,2	253	149
710	113,115,161,136	7,4,4,2	183,198,181,162	6,3,9,7	253	149
711	8,8,3,7	525,517,709,692	10,7,9,10	529,647,593,580	158	149
712	0,7,0,4	162,172,181,211	3,1,0,2	124,180,191,156	181	149
714	7,3,7,10	0,0,0,0	13,20,12,11	1,0,0,0	1119	149
717	374,369,592,445	0,0,0,0	535,673,611,482	0,2,0,0	699	149
718	32,32,46,39	6,10,13,16	37,47,48,35	11,8,13,9	205	149
719	25,19,33,19	1,9,4,1	33,31,24,19	8,5,4,5	171	149
720	5,13,19,11	0,0,0,1	26,22,15,15	1,3,0,3	159	149
722	0,0,1,0	5,7,3,3	0,1,0,0	3,11,7,9	180	149
723	0,0,0,0	10,22,33,36	0,2,0,0	19,12,19,19	180	149
724	266,305,733,311	1,0,0,0	659,805,751,694	0,2,1,0	1020	149
725	268,306,734,313	0,0,0,0	658,807,753,691	2,1,0,0	1020	149
726	7,13,3,6	168,155,270,252	9,11,6,13	192,261,223,215	206	149
727	261,292,483,402	0,0,0,0	360,384,326,331	1,0,0,0	500	149
728	412,431,683,605	5,0,4,2	503,573,484,515	0,1,0,0	564	149
729	151,139,200,203	5,0,4,2	144,189,158,184	0,1,0,0	213	149
730	156,147,218,212	0,0,0,0	154,199,167,194	0,0,2,0	213	149
731	366,358,533,525	3,2,4,10	361,483,417,418	2,5,2,3	213	149
732	323,448,651,360	0,0,0,0	522,662,492,521	0,1,0,0	1536	149
733	2,0,2,0	81,123,162,126	1,1,2,2	116,157,145,137	157	149
734	930,1156,1370,1589	16,11,30,25	1178,1194,1282,1110	7,10,13,14	1580	149
735	0,0,3,0	64,53,88,61	1,0,1,2	75,69,57,67	161	149
737	130,142,252,199	61,89,87,117	193,257,204,180	97,96,92,94	161	149
738	1,3,1,2	0,0,0,2	1,2,0,2	1,1,0,0	159	149
739	0,0,0,0	6,9,9,11	1,4,2,1	5,16,13,11	155	149
740	154,163,248,197	1,0,0,0	215,195,200,201	0,0,0,0	172	149
741	46,27,56,72	2,0,8,3	60,61,65,45	4,5,9,5	155	149
742	33,46,80,43	10,6,2,19	31,42,59,37	5,12,16,17	282	149
743	83,70,131,85	0,0,0,1	112,90,97,87	0,0,0,0	349	149
744	0,0,0,0	8,18,18,7	2,2,0,1	15,9,8,13	165	149
745	1,0,0,0	0,0,0,1	0,0,0,0	0,0,0,3	150	149
747	40,47,70,69	53,59,65,46	50,58,61,56	34,50,70,67	230	149
748	0,1,1,1	101,131,168,130	0,0,0,1	118,193,148,167	179	149
749	4,7,0,5	46,70,92,83	4,1,9,3	60,79,49,46	220	149
750	0,0,0,0	10,1,12,5	1,0,1,0	9,6,7,9	205	149
751	63,65,38,83	351,298,435,484	39,65,53,43	356,411,467,395	357	149
752	3,1,10,2	1,4,3,3	4,7,6,3	4,2,3,5	175	149
755	579,652,855,833	0,0,0,0	621,779,699,670	0,0,0,1	204	149
757	191,266,454,335	0,3,7,1	379,464,379,332	4,6,1,4	2001	149
758	5,15,12,6	51,91,82,86	9,17,13,5	71,82,109,75	178	149
759	94,146,187,127	1,5,6,7	150,183,163,125	6,9,10,8	202	149
760	5,2,1,3	108,143,177,141	0,1,0,2	123,149,193,142	158	149
761	11,6,9,22	87,106,96,128	13,12,11,7	106,128,111,91	289	149
762	200,240,348,181	0,0,0,0	303,363,357,241	3,0,0,0	2165	149
763	0,0,0,1	72,88,132,114	1,1,0,1	99,105,105,90	160	149
765	88,84,168,116	107,118,139,149	141,138,110,133	130,136,140,142	416	149
766	319,349,571,449	1,2,3,0	370,489,461,437	3,9,1,2	261	149
767	73,112,116,149	78,123,193,141	118,106,131,93	110,125,138,130	155	149
768	5,3,12,3	7,14,15,10	7,8,9,7	8,20,18,12	160	149
769	46,79,98,44	68,93,132,86	83,75,80,60	82,104,107,93	312	149
770	175,188,235,296	25,17,42,21	208,225,273,197	26,32,24,19	213	149
771	22,18,37,24	333,365,551,462	25,20,30,17	452,526,490,468	287	149
772	2,2,0,3	45,42,64,51	3,5,3,4	71,78,74,76	160	149
773	2,2,0,3	7,17,20,12	3,5,3,4	29,18,11,19	216	149
774	45,42,64,51	7,17,20,12	71,78,74,76	29,18,11,19	205	149
776	8,19,5,11	55,78,96,71	19,14,13,9	73,90,73,67	249	149
777	12,24,35,31	3,5,7,9	34,24,37,31	9,9,9,13	158	149
779	4,1,1,1	0,0,1,0	5,2,3,0	0,0,0,0	151	149
781	29,40,47,50	53,59,79,109	33,48,55,53	44,73,79,55	164	149
782	248,298,409,375	122,142,186,140	289,349,331,337	135,142,142,131	182	149
783	4,0,14,14	2,0,0,0	12,7,2,6	0,0,0,0	221	149
784	0,2,0,1	0,3,0,0	2,2,1,1	2,2,1,5	285	149
785	1,1,7,0	58,63,115,75	3,8,6,1	41,78,75,73	156	149
786	181,265,342,280	0,0,0,0	250,302,301,255	0,0,1,0	278	149
787	0,0,0,0	48,52,57,65	1,2,1,1	46,71,70,59	160	149
788	0,0,0,0	6,5,2,1	0,0,2,0	3,3,0,0	153	149
789	92,76,126,134	1,1,2,1	103,123,150,88	5,3,4,1	609	149
792	56,62,109,63	0,3,0,1	103,104,76,71	5,1,3,2	180	149
793	62,73,131,110	0,0,4,6	138,119,109,117	1,5,0,1	405	149
795	4,0,0,3	5,9,7,9	2,3,8,1	10,6,7,9	508	149
796	3,0,0,8	28,28,54,27	4,0,6,3	31,40,40,33	318	149
797	0,0,0,1	0,0,0,0	1,0,0,0	0,0,2,0	229	149
798	7,10,9,8	117,101,160,148	4,12,9,3	132,165,148,156	153	149
799	137,144,175,177	0,1,8,3	133,190,164,195	0,1,4,0	169	149
800	105,133,154,103	0,1,4,3	134,187,174,140	2,3,3,1	214	149
801	2,2,5,0	5,5,1,4	1,1,3,2	9,8,11,5	280	149
802	5,3,8,5	0,0,1,0	8,11,4,4	0,0,0,0	225	149
803	633,724,1091,652	6,1,2,7	1008,1232,1106,954	3,4,2,3	2014	149
804	251,290,365,332	55,54,90,59	292,392,353,275	48,86,56,60	180	149
805	47,52,104,74	3,3,9,10	88,72,69,66	10,12,5,11	183	149
806	33,33,50,33	832,842,1124,1223	25,42,32,37	910,1028,903,829	178	149
808	6,5,10,10	0,0,0,0	11,7,26,15	0,2,0,0	151	149
809	1,14,15,5	19,25,47,23	17,13,7,13	35,59,45,35	178	149
810	488,417,707,558	0,0,1,0	594,690,620,579	0,0,0,0	1532	149
811	45,48,65,59	50,68,101,92	51,60,64,48	61,80,111,66	224	149
812	2,9,14,4	8,2,6,5	8,8,3,6	6,9,7,7	252	149
813	30,28,73,26	5,3,13,9	32,54,40,57	4,7,4,4	728	149
814	30,28,73,26	5,9,18,10	32,54,40,57	15,14,10,13	799	149
815	36,21,65,27	5,3,13,9	30,55,44,58	4,7,4,4	625	149
816	36,21,65,27	5,9,18,10	30,55,44,58	15,14,10,13	696	149
817	5,3,13,9	5,9,18,10	4,7,4,4	15,14,10,13	220	149
818	478,580,846,628	21,19,31,40	709,818,816,638	28,20,22,19	1711	149
819	12,5,13,8	4,2,7,6	3,6,8,9	0,2,1,1	158	149
820	59,32,60,53	11,13,15,11	48,35,63,36	6,13,18,12	158	149
821	5,7,8,0	0,1,0,0	6,6,12,5	0,0,0,0	178	149
822	143,156,233,163	1,0,1,0	171,197,214,216	0,1,2,0	618	149
823	2,5,4,1	45,39,59,53	4,5,1,6	65,60,66,40	208	149
824	8,8,18,7	10,17,21,13	11,29,22,10	19,29,15,20	196	149
825	41,60,49,76	829,1015,1302,1205	48,85,40,56	1010,1175,1085,1027	173	149
826	9,26,25,25	126,89,154,172	11,34,11,15	161,146,105,110	173	149
827	158,166,273,218	1363,1238,1868,1958	190,275,241,214	1458,1727,1688,1375	382	149
828	22,34,43,47	3,1,2,0	33,45,61,28	2,6,4,0	179	149
829	187,222,327,268	67,76,90,69	202,245,252,212	40,42,44,49	179	149
831	0,0,0,0	0,0,1,0	0,0,0,1	0,1,0,1	158	149
832	0,0,0,0	3,7,4,7	0,2,0,0	7,11,8,3	160	149
833	4,4,3,0	6,1,1,2	5,0,8,1	1,4,4,1	185	149
834	1,0,0,0	69,64,97,55	0,1,0,0	87,82,99,89	152	149
836	16,15,22,28	11,14,18,12	14,16,22,15	11,26,15,14	243	149
837	15,32,21,30	6,18,15,30	23,27,30,20	15,18,17,17	401	149
838	454,537,721,781	17,18,35,18	644,657,679,621	13,34,18,12	230	149
839	18,16,40,19	163,202,260,250	48,53,36,64	221,279,262,233	344	149
840	404,489,652,534	0,1,0,0	571,604,597,568	3,1,1,0	195	149
841	50,72,143,41	181,166,241,255	129,150,135,112	195,226,221,182	220	149
842	235,268,481,249	5,3,11,5	371,434,412,359	9,8,3,6	331	149
843	366,362,579,463	5,3,11,5	437,510,498,429	9,8,3,6	260	149
844	90,94,119,95	10,12,8,7	115,116,130,103	18,20,12,7	160	149
845	16,18,22,29	0,1,3,5	16,31,34,22	2,7,2,0	158	149
846	119,114,210,189	66,66,114,105	161,213,148,147	77,98,80,90	158	149
847	27,46,65,39	2161,2007,2749,2773	29,36,42,59	2152,2298,2511,2007	254	149
848	564,678,1042,739	1,1,0,1	785,1021,960,831	1,2,0,3	799	149
850	353,400,543,395	1,0,0,0	461,631,598,458	0,0,0,0	1517	149
851	657,694,1000,789	0,1,2,2	808,1005,948,845	1,2,3,0	1517	149
852	0,1,2,0	2,4,7,6	0,0,0,0	5,0,1,0	158	149
853	10,22,18,25	0,1,2,4	16,22,19,13	4,0,6,1	229	149
854	19,37,39,40	5,6,10,44	21,29,30,21	6,14,8,2	334	149
855	9,16,23,19	5,6,10,44	9,7,17,9	6,14,8,2	254	149
858	243,231,372,312	6,7,10,2	297,392,333,347	5,7,7,4	175	149
859	10,19,13,13	4,14,17,10	21,5,20,5	8,8,8,7	295	149
860	26,18,58,21	14,26,22,11	32,42,27,35	27,31,28,23	163	149
861	4,2,14,7	0,0,8,2	7,7,11,6	0,2,1,2	261	149
862	8,7,28,14	28,51,23,43	10,14,15,11	27,32,60,19	261	149
863	152,164,264,230	1,1,0,0	226,260,234,217	0,1,0,0	452	149
864	11,8,17,23	0,3,11,9	9,8,8,19	3,4,1,1	270	149
865	9,25,22,30	13,9,16,25	10,23,9,25	7,27,12,14	270	149
867	116,164,199,158	0,0,0,1	195,183,232,166	0,0,0,1	185	149
868	262,307,401,346	1,0,0,1	305,369,336,363	0,0,0,3	432	149
869	0,0,1,0	0,0,0,0	0,3,0,1	1,0,0,1	194	149
870	408,474,632,487	28,31,30,38	419,602,552,512	43,44,40,27	152	149
871	404,483,776,532	9,10,17,12	518,671,631,601	12,21,16,20	170	149
872	385,408,700,413	0,2,0,0	467,593,584,536	0,0,0,0	508	149
873	386,411,707,417	0,0,0,0	469,607,587,545	0,0,1,0	523	149
874	1,5,7,4	0,0,0,0	2,14,3,9	0,0,1,0	164	149
875	35,35,46,33	247,292,464,285	21,48,37,50	345,396,388,382	164	149
876	83,119,173,125	27,16,19,14	125,126,119,136	27,31,31,17	152	149
877	29,15,29,37	257,272,384,297	42,37,31,37	354,397,393,297	161	149
878	18,31,61,24	0,0,1,0	27,29,27,17	0,0,0,0	1095	149
880	319,461,655,563	8,11,6,11	431,647,547,554	5,16,10,7	158	149
881	48,56,38,66	4,3,2,3	51,45,36,32	4,2,4,1	187	149
882	268,264,289,295	4,3,2,3	346,208,191,277	4,2,4,1	232	149
883	222,210,251,239	2,2,0,10	297,163,155,245	2,0,0,0	194	149
884	178,199,248,217	18,23,43,25	217,281,267,215	46,15,21,27	209	149
885	296,280,437,257	0,0,0,1	414,404,426,402	0,0,0,0	1423	149
886	17,18,25,29	1521,1511,2362,2118	24,41,31,22	1828,2195,1854,1718	312	149
887	250,226,406,293	0,3,0,0	248,301,287,271	0,1,0,0	472	149
889	157,171,223,198	4,3,6,2	163,181,171,156	3,2,12,3	178	149
890	85,102,118,124	33,18,35,21	94,111,84,86	18,13,26,26	170	149
891	109,97,197,145	0,0,0,0	185,245,194,183	0,0,0,1	485	149
892	1,0,0,2	24,18,38,26	1,0,0,2	22,43,24,26	178	149
894	38,28,63,53	0,0,0,0	52,52,44,38	0,0,1,0	163	149
